Sintering Temperature (°C),Heating Rate (°C/min),Holding Time (min),Cooling Rate (°C/min),Relative Density (%),Micro Hardness (Hv),Nano Hardness (GPa),Modulus of Elasticity (GPa),Stiffness (mN/nm),Plasticity Index,is_real
900,120,25,90,99.94648193940169,532.3858024920618,9.782782854824543,344.67264055652396,2.8471528274200115,0.04,0
950,80,20,80,99.87422892779877,548.9385395578852,9.920940535791171,345.8427752591488,2.559223624751555,0.011545847054145828,0
1150,100,20,100,99.93532804671892,558.2397398742493,9.80068328995994,362.6307229261366,2.680994849965912,0.008,0
1000,120,15,90,99.33426472475388,546.6918547812187,9.497481670909053,340.76276720478313,2.450546607816699,0.015891045775064325,0
900,110,20,100,99.61640209816402,563.4874501182029,9.384776872476575,349.09629141192715,2.6412817785253084,0.008,0
1100,110,20,110,99.92821768803833,560.1476919362573,9.748912962967324,359.61664605168795,2.57212495651442,0.04,0
1200,100,20,110,99.93930970833087,551.5894953374025,9.655115499795127,354.7842282860829,2.6591190426477596,0.008,0
900,110,20,100,99.64270242522382,563.4911414855591,9.36296576630596,349.1150687284557,2.6783431183261714,0.039388960960107924,0
900,90,30,90,99.98847539984796,542.4003773671101,9.549820960005322,360.72543646879006,2.7413352893605674,0.04,0
950,90,10,80,99.66523172204127,550.6321842167141,9.86956153088585,355.5748617989725,2.465795506143638,0.04,0
1000,100,15,100,99.80264130631296,535.1987913796539,9.697706565179807,353.05191979557287,2.6484273790670056,0.04,0
900,110,20,110,99.6793915866539,549.7249759874277,9.824866342169194,351.391217282091,2.612980375988998,0.008,0
1200,120,30,120,99.97308004078576,568.1880185541003,9.963878694181597,360.6370372761998,2.758704986850295,0.012192385923008857,0
1050,110,10,100,99.27283693933195,545.1797285318474,9.405819558556047,344.9993783820552,2.5680838543981257,0.04,0
900,110,20,100,99.64834308236797,563.5293866823674,9.441014357873907,349.1782846755949,2.7128911179147557,0.04,0
1050,120,10,80,99.12137581057343,521.95113346919,9.679133134711455,341.665978455518,2.616247312680256,0.008,0
800,80,20,100,99.51010850362393,567.4287255818103,9.249356009413582,352.1787568795603,2.6425375996887004,0.008,0
1000,120,15,80,99.37854164410165,537.0555160861247,9.304824660237829,342.13416326949795,2.541015762467117,0.008,0
1000,100,25,120,100.0,537.0295013280604,9.554226087528932,351.4554110309617,2.749075916890812,0.008,0
800,120,10,110,98.89581946425226,500.68950192287116,9.216752874364678,349.8701166588188,2.5963154913290647,0.04,0
1100,80,30,80,100.0,574.1090709991397,9.542419394201533,352.4666342245785,2.704457910343624,0.008,0
800,90,20,120,99.58563387878502,554.7955646323106,9.535965207815703,342.95174942275304,2.5022796437717054,0.03341218756630116,0
1100,100,20,110,99.93527788547331,568.188600619585,9.389427942864094,344.53792858937624,2.5322404404223064,0.04,0
1150,80,20,110,99.94482883584747,539.4274731558024,9.496013487694286,344.6406435543496,2.579775080136829,0.03311856367408545,0
1100,110,10,120,99.60904811663116,529.8044389961843,9.510074190027936,349.25490164484984,2.473754391827831,0.04,0
1200,110,25,80,99.91428902216222,546.8112367065745,9.599955387579714,357.5282950925313,2.675644455866977,0.008,0
1150,90,30,100,99.93448402694135,582.9869051495693,10.061656026988741,364.9179840123835,2.8582613243453743,0.015559552524090744,0
950,90,10,80,99.61906443499001,550.6289779631603,9.875210357527012,355.5767571181759,2.542816371453209,0.008,0
1000,100,10,90,99.58682795371766,559.8414655092996,9.619346309687577,344.8930940650388,2.5413527238796614,0.008,0
1200,90,30,100,100.0,579.8640056477678,9.867058393283786,367.49569543253205,2.6218980400777547,0.008,0
1100,110,20,120,99.8029542729294,528.8593184795958,9.638914716746745,357.68643408269446,2.5780315474073174,0.04,0
1200,100,30,90,99.98659873089973,589.5497704961639,9.861714935131399,356.10372405561236,2.773193132612907,0.008,0
1050,110,25,90,99.88774614036338,535.4949310070992,9.99339627201011,350.74923040191914,2.820065850975525,0.04,0
1100,120,25,110,99.9835255021509,546.3824536546025,9.837551200788772,350.78803617069116,2.7802980747249997,0.011687815303615904,0
1050,110,10,100,99.24897764440227,545.1550530062963,9.347152806770522,345.0420731501678,2.608010259339605,0.04,0
1200,110,10,110,99.61348336234072,531.4329995294108,9.955920641962427,344.2847166655293,2.5836675081456306,0.008,0
1100,100,30,110,100.0,540.9595561061733,9.791880246388027,347.6047185251077,2.6439770761898185,0.04,0
800,90,25,120,99.53123527307137,560.9889255109155,9.666590458819611,348.5248256095562,2.496712770029811,0.04,0
1200,120,20,110,99.98626949224575,530.6128644498808,10.082093602266966,342.9594508282094,2.5165724680142394,0.04,0
1050,110,25,90,99.94555778895663,535.5027661629547,10.05889206158765,350.79809569901425,2.73892215313359,0.02478126699991212,0
900,120,30,120,100.0,558.6371205524496,9.506150371737458,366.092650174908,2.768532047533509,0.04,0
850,90,25,120,99.79748861825445,556.6433440075316,9.532681885403953,355.2246772684651,2.5397565552696464,0.04,0
900,110,20,110,99.65242929110107,549.7027217700868,9.723624660378995,351.33790355431046,2.6245792739361704,0.04,0
1150,100,10,120,99.68691525478192,554.8844954797225,9.732291685638657,349.01061634352857,2.573722299512071,0.008,0
800,100,20,90,99.32448229885556,557.8226442325791,9.279829490159841,361.2553289184658,2.5737430736828255,0.008,0
900,80,10,80,99.04640707081106,530.7556452469372,9.855304207951994,359.7165209664414,2.458124462763527,0.008,0
1100,120,25,110,99.95523049212052,546.3597018114992,9.853327734954608,350.8645643492263,2.6069289480507774,0.008,0
1000,110,10,90,99.61220059621783,540.1526357468566,9.309771671163036,350.18577607439335,2.6501711372903234,0.02669711132315098,0
800,120,30,110,100.0,532.5058784111379,9.406666090692058,353.23925186807065,2.8354160786499207,0.04,0
800,100,15,90,99.4291154668803,534.8595694182928,9.23753025595414,354.58650666185815,2.4938926651278424,0.008,0
850,120,30,80,100.0,533.8881149496474,10.136777681304212,365.3352276155589,2.8178554555725785,0.04,0
800,100,15,90,99.37820958370543,534.9481349464323,9.3382872618884,354.5543199362503,2.4409953721143403,0.010885083820807877,0
800,80,20,100,99.46289389277301,567.5865439867339,9.223336281375886,352.2326934321014,2.646046963004457,0.008,0
800,120,25,90,99.90049082041735,547.4119858813149,9.647151237822555,353.9244799205034,2.683863717303303,0.008,0
800,90,25,120,99.57618463237644,560.9768904333573,9.648846774011894,348.5645700408042,2.5812940346970232,0.025023973452159027,0
950,80,30,120,100.0,559.0359778110652,10.099077329391971,371.5196578991021,2.6910209662966955,0.020298214665650485,0
1100,120,25,120,99.98895607088191,566.3544071558932,9.563476465623012,351.84899238022535,2.5941960670130384,0.008548614072632566,0
950,120,10,100,98.82945712909644,523.8051141513564,9.472515977534703,344.4984141294819,2.6137683144234627,0.008,0
1100,90,10,80,99.26174285635088,517.584340372525,9.625106752285674,350.94980108012993,2.461763788637628,0.04,0
1200,100,30,90,99.93966304742656,589.429283017588,10.009091307193223,356.10149689697096,2.7533573938724394,0.027465272958942112,0
1100,100,30,110,100.0,541.0720272207785,9.860483189449532,347.7086452842703,2.638580710005868,0.009555814974999978,0
850,120,30,80,99.96169445826634,533.7716779443635,10.122851827134184,365.30653166805894,2.7090465838001063,0.008,0
800,90,20,120,99.49407757621915,554.8272775326755,9.568399440491445,343.01268071510606,2.573233435490479,0.008,0
1200,90,15,80,99.84264428189495,566.6884700327884,10.106585928713459,354.29116916967854,2.72039756326017,0.008,0
950,120,10,100,98.77738176742125,523.8321508572922,9.452656409277871,344.48045694425934,2.529734908334956,0.04,0
1000,110,25,100,100.0,542.3817578837337,9.92419025895767,361.9776372938159,2.545620642373797,0.04,0
1000,90,20,90,99.80594101239693,550.8500429972091,9.786975016099873,349.411607338694,2.765924063746661,0.04,0
800,80,15,90,99.07679308260464,540.0348794321524,9.429368612123227,354.03837795612475,2.613557170019802,0.008,0
850,120,30,80,99.92939476702507,533.8537968820403,10.018752980246575,365.2047572566662,2.7428204661179656,0.04,0
1150,110,30,90,99.92966280991969,553.0550956772415,9.86437322782175,355.8357101735258,2.7816180569427935,0.008,0
850,120,25,90,99.91551657989052,560.7379051678998,9.373077529283256,356.0445999657609,2.632125717935636,0.008,0
1150,100,20,100,99.96302910693969,558.3126306772813,9.812212528886475,362.568400852349,2.7563470849199985,0.008,0
950,90,25,90,99.94929851057623,514.9399055001735,9.712023876541872,357.6180050556451,2.660190974805447,0.008,0
1100,80,25,120,99.99183099725019,562.8679326823406,10.145208773078824,364.260990008817,2.6611571942926817,0.03182531531582549,0
800,80,20,120,99.75177888915334,536.942736993199,9.327266813950576,352.8144289301736,2.704735966830736,0.04,0
900,80,10,80,98.9513902821975,530.7948942389912,9.8359481808341,359.8457424975441,2.536380181701671,0.008,0
1050,120,10,80,98.99729147996574,521.8010188586545,9.697731740106208,341.58174825263455,2.7446394562589744,0.036384502269367514,0
900,80,30,100,99.97322438117929,565.1102784140223,9.715974563610281,363.0299266482038,2.644389651549,0.008,0
1050,120,15,120,99.39389164004932,556.9858325741551,9.650998674312293,357.6095291223041,2.630305057708644,0.008,0
850,120,25,90,99.86001212803087,560.6692757022233,9.387546147888582,355.97045920109474,2.7765130336048287,0.03130821046945754,0
1000,80,25,80,99.92831914211436,517.5503540272354,9.701642128696621,342.1256592998539,2.5548678946342087,0.008,0
1200,120,20,110,99.98442634151772,530.5897962800865,10.144296837944873,343.02453150324214,2.5242223534268886,0.008,0
1000,100,25,120,99.99234625095356,536.9534066207164,9.60282116521174,351.32942423695175,2.6650942978096914,0.026632702022668618,0
1050,100,20,90,99.83237455937865,542.074440536121,9.928551055319229,342.44816207562496,2.721906036169836,0.04,0
1100,100,30,110,100.0,541.054303776097,9.636462236070622,347.71789824921007,2.73894542032413,0.01014047571248874,0
800,90,20,120,99.58650359090376,554.7943589334529,9.586215568444512,342.98627801414887,2.5803005186240644,0.008,0
900,120,15,80,99.22399008841752,540.8500642654755,9.270765965738684,357.1418949586108,2.6065277864960428,0.04,0
1000,100,10,110,98.90555724581407,516.244293161044,9.875747289405668,338.32216887106944,2.4653802150306476,0.008,0
900,110,20,100,99.64776096772825,563.4196861548205,9.397707171934414,349.1377630136115,2.7397989926670268,0.03106280234348604,0
850,120,30,80,99.92537875454263,533.8569864366306,10.054997645618295,365.26865858141724,2.631774433355562,0.04,0
1150,110,20,80,100.0,547.7796887983667,9.585073797479843,351.2905804841379,2.6992305244580947,0.008,0
950,90,10,80,99.64245822484266,550.5758959285394,9.88824464519622,355.47315471417375,2.6305597822448656,0.008,0
900,90,20,100,99.78712571331278,527.2461523699293,9.410856871846029,354.86404483681133,2.7610485807333145,0.04,0
800,120,25,90,99.8504551813786,547.4870420677837,9.68514611515579,353.8751480886431,2.7577826417129843,0.04,0
900,120,15,80,99.30735235221593,540.8608691513409,9.282509676984883,357.2114797384148,2.5757654035868613,0.008930971867826386,0
900,90,20,100,99.80920574420803,527.271062809521,9.431805695593077,354.88742734912535,2.7403860768279333,0.008,0
1100,80,20,100,99.9344425173197,516.1067225750796,9.529996129335297,354.2070172881673,2.69716667098809,0.008,0
800,100,30,80,99.9764170612077,533.3573714510087,10.203452484016147,349.6453038698022,2.6209408413293906,0.011512872132348117,0
1200,120,20,110,100.0,530.6752949615455,10.060590347531727,342.9740798294747,2.646447508255358,0.008,0
1100,110,20,110,99.90761256374803,560.13896248185,9.743007260355421,359.7039730303364,2.657229713820713,0.04,0
1100,80,30,80,99.93762648994628,574.1163251632594,9.65913167305213,352.5373161220259,2.6880195496275343,0.008,0
900,80,30,110,100.0,547.1004571055967,9.530555063873157,367.36991711089416,2.754044897996492,0.04,0
1100,120,15,90,99.76831606424474,544.776276036862,9.991303837804164,351.44509933412536,2.6140332238396646,0.04,0
850,120,15,100,99.08930629329578,566.2191979112563,9.349302259464597,345.8847177821653,2.5886124169563343,0.008,0
1150,90,15,100,99.66880363216544,550.5465400424372,10.127334104901005,362.5285260991507,2.7137184488691455,0.008,0
950,120,10,100,98.82285748092987,523.8000350754156,9.508464003618979,344.46565769195314,2.623630799411867,0.04,0
1000,120,15,90,99.37040575077972,546.6878435305348,9.380410721881232,340.7486212759215,2.5225627093715093,0.008,0
800,100,25,90,99.58069722109464,556.95366897699,9.933163477420335,358.0147138510219,2.5494105134979463,0.04,0
1200,120,25,110,99.97593475185121,554.8312287657934,10.01807243936963,343.8385179672271,2.7880798675144485,0.011096628190509966,0
1050,100,25,80,99.97401152392786,523.3156893108228,10.19062072341788,348.2215561368191,2.7646528620147723,0.03643243629158958,0
1100,100,20,110,99.81677169658754,568.3069848480275,9.471012025013376,344.57293965063815,2.611945638107065,0.02712392880220207,0
1050,100,20,90,99.87985606679469,542.242710452169,9.969805344316704,342.52329207047353,2.731650974893368,0.04,0
950,80,10,110,99.25654723878344,527.2762287411566,9.856828202809016,348.86679753059406,2.6668497765744212,0.01607165240999767,0
1150,90,15,100,99.74117826813912,550.5798478345164,10.138067584799362,362.48505212589953,2.7576657696133013,0.04,0
900,90,20,100,99.81640189937976,527.3252205155792,9.43809887820598,354.83782895230917,2.729161834634109,0.04,0
900,80,30,100,99.9479950899213,565.0691858506374,9.638140390779487,362.94666863182783,2.619555482210189,0.008,0
1100,90,10,80,99.23832922434329,517.5679231149978,9.727872688946592,350.90702158840725,2.4632668466553396,0.020764016230974836,0
1000,110,30,110,99.95163619489517,554.740947243206,10.039915564347856,356.2025906545764,2.6879292870697187,0.04,0
800,120,30,110,100.0,532.5660485030826,9.402524434715328,353.18466552867005,2.8014520922560315,0.008,0
800,110,20,80,99.69380424684074,564.0335371138339,9.554617263873821,349.76945863529335,2.605945036678188,0.04,0
950,90,30,120,99.99303789214036,536.63881443645,9.962412564972473,371.6379084946047,2.7636462529395276,0.04,0
900,100,30,80,100.0,537.1184936063162,10.12967902263267,360.91566418792814,2.7914602632018264,0.04,0
800,110,20,80,99.76574197865168,563.9361291081668,9.490549897985499,349.8003764508966,2.4886634544144313,0.008,0
800,120,10,110,98.94068420561352,500.6337601294456,9.1229767487759,349.8141358220549,2.5595887638126946,0.012369897090967516,0
1150,110,20,80,99.93863421843027,547.7597663990258,9.553856387430582,351.2748100802481,2.701831439370466,0.04,0
1050,80,30,100,99.98267423690426,569.5415912080406,9.724937015244105,351.36256759902375,2.817744747227545,0.03231879144450065,0
1150,110,30,90,100.0,553.089555593797,9.79303104067379,355.78383124947777,2.7271579435324442,0.020121842131265975,0
1100,120,20,100,99.84841650673152,546.2448263990452,9.497951442714882,350.77723502828184,2.578225033150912,0.008,0
850,90,30,90,100.0,565.9499202385854,9.931139167402868,368.5934632202339,2.7871374274179495,0.008,0
800,90,15,100,99.20089215901486,548.4210484053734,9.12928554286074,342.1342680772905,2.650152513644219,0.04,0
1150,100,20,100,100.0,558.2597832103492,9.806409998666858,362.604697630905,2.7198289743436197,0.03798865092787883,0
800,100,25,90,99.65266630702205,557.0179091709844,9.926346082134575,357.9889503195731,2.5643931546099514,0.04,0
950,90,25,90,99.85921762509263,514.862628451579,9.656509793409983,357.6702214111717,2.6323582263372467,0.04,0
800,90,25,120,99.50640817943507,560.9922955533367,9.610582038276798,348.4215857505925,2.535254991993338,0.008,0
1000,100,25,120,100.0,536.9766462578414,9.64641024092652,351.24040520335234,2.661559524080504,0.018045843319923725,0
850,80,25,90,99.75524069970274,528.9017409762473,9.931472471911365,357.2387120104567,2.6891103643901006,0.008,0
1100,100,20,110,99.79490281516594,568.2761415953416,9.414793112536382,344.475582591462,2.5691978481295514,0.04,0
850,90,25,120,99.86375544781653,556.6618550444139,9.608948264776863,355.1559430108774,2.6645390118627867,0.008,0
1200,100,30,90,99.8870657732621,589.5765810860797,9.884042440219586,356.14025530789434,2.735176816409483,0.02990595286851959,0
950,90,30,110,100.0,533.5488478230401,9.975126762213792,366.1903247720928,2.8068160436758793,0.008,0
1100,100,30,100,99.89204126286057,525.5227625331579,9.864745823410862,358.7859868574664,2.7528124573798407,0.008,0
850,120,15,100,99.11307434623821,566.1482662446326,9.349278980609611,345.9152718418207,2.6013035872944648,0.03873919406088131,0
1100,120,20,100,99.90594353628398,546.323578928948,9.504450290228364,350.88695846701734,2.523519344771918,0.01584609457513808,0
